Effective Date,Fund Name,Option Name,Asset Class Name,Int/Ext,Name/Kind of Investment Item,Currency,Stock ID,ID Type,Listed Country,Units Held,% Ownership,Address,Value (AUD),Weighting
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,HOST HOTELS & RESORTS INC REIT USD 0.01,,2567503,SEDOL,,45487.0,,,1285667.893,0.0002
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,HOTEL PROPERTY INVESTMENTS LTD REIT AUD 0,,BGSHGN9,SEDOL,,357204.0,,,1339516.216,0.0002
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,INGENIA COMMUNITIES GROUP REIT AUD 0,,B84GSC7,SEDOL,,428383.0,,,1961992.014,0.0003
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,INVITATION HOMES INC REIT USD 0.01,,BD81GW9,SEDOL,,46249.0,,,2387330.966,0.0003
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,IRON MOUNTAIN INC REIT USD 0.01,,BVFTF03,SEDOL,,1415.0,,,240259.9235,0.0
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,KILROY REALTY CORP REIT USD 0.01,,2495529,SEDOL,,38601.0,,,2521853.258,0.0003
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,KIMCO REALTY CORP REIT USD 0.01,,2491594,SEDOL,,148120.0,,,5605193.567,0.0008
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,KLEPIERRE SA REIT EUR 1.4,,7582556,SEDOL,,95150.0,,,4423946.917,0.0006
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,LAND SECURITIES GROUP PLC REIT GBP 10.6667,,BYW0PQ6,SEDOL,,63642.0,,,751802.9544,0.0001
2024-12-31,Vision Super Fund,Balanced growth,Listed Property,1,LENDLEASE CORP LTD STAPLED SECURITY AUD 0,,6512004,SEDOL,,294161.0,,,1832623.604,0.0003
