Portfolio Holdings Information for Investment Option: Growth Accumulation Option - Assets,,,,,,,,,,,,,
Section,Table Order,Security Name,Portfolio Name,Manager Name,Issuer,Institution,Security Identifier,Ownership%,Address,Local Currency,Units Held,Market Value,Weight
Listed equities,4,FIRST BROTHERS CO LTD COMMON STOCK JPY,,,,,BVGCSW4,,,,87475.48,964601.68,0.00%
Listed equities,4,FIRST QUANTUM MINERALS,,,,,2347608,,,,15574.73,324101.12,0.00%
Listed equities,4,FIRSTRAND,,,,,6606996,,,,758466.57,4931209.94,0.01%
Listed equities,4,FIRSTSERVICE CORP,,,,,BJMKSJ5,,,,787.36,230240.21,0.00%
Listed equities,4,FISERV,,,,,2342034,,,,231890.33,76935977.82,0.10%
Listed equities,4,FISHER & PAYKEL HEALTHCARE CORP,,,,,6423968,,,,3993254.2,139564234.2,0.18%
Listed equities,4,FIT HOLDING CO LTD COMMON STOCK TWD 10,,,,,BFD2018,,,,570834.57,1729501,0.00%
Listed equities,4,FLEETPARTNERS GROUP LTD,,,,,BN7HDZ0,,,,2098320.54,5644482.25,0.01%
Listed equities,4,FLETCHER BUILDING LTD,,,,,6341617,,,,25116287.33,64046532.68,0.08%
Listed equities,4,FLIGHT CENTRE TRAVEL GROUP LTD,,,,,6352147,,,,988145.5,16482267,0.02%
Listed equities,4,FLUGHAFEN ZURICH,,,,,BYQ8481,,,,480.21,186229.88,0.00%
Listed equities,4,FOCUS MEDIA A (HK-C),,,,,BD5CND5,,,,12547039.52,19517417.13,0.03%
Listed equities,4,FOMENTO ECONOMICO MEXICANO SAB DE CV ADR USD,,,,,2246039,,,,1050.4,145035.81,0.00%
Listed equities,4,FORD OTOMOTIV SANAYI,,,,,B03MSR5,,,,4831.05,206759.98,0.00%
Listed equities,4,FORTESCUE,,,,,6086253,,,,6050565.85,110422826.7,0.15%
Listed equities,4,FORTINET,,,,,B5B2106,,,,128623.6,19627484.94,0.03%
Listed equities,4,FORTUNE BRANDS INNOV,,,,,B3MC7D6,,,,68316.69,7539497.25,0.01%
Listed equities,4,FOSUN INTL(CN),,,,,B1Z7FX0,,,,279905.78,264219.74,0.00%
Listed equities,4,FOXCONN INDL A (HK-C),,,,,BG20N99,,,,40164.82,191077.72,0.00%
Listed equities,4,FRANCO-NEVADA CORP COMMON STOCK,,,,,B29VF02,,,,4226.54,802711.13,0.00%
Listed equities,4,FRAPORT,,,,,7107551,,,,3126.19,305861.97,0.00%
Listed equities,4,FREEPORT MCMORAN B,,,,,2352118,,,,30506.19,1876242.59,0.00%
Listed equities,4,FUBON FINANCIAL HOLDING,,,,,6411673,,,,651088.66,2896431.86,0.00%
Listed equities,4,FUJI ELECTRIC CO,,,,,6356365,,,,4330.47,380863.37,0.00%
Listed equities,4,FUJI FILM HOLDINGS CO,,,,,6356525,,,,22360.97,760412.66,0.00%
Listed equities,4,FUJIKURA,,,,,6356707,,,,5590.24,376184.8,0.00%
Listed equities,4,FUJITSU,,,,,6356945,,,,1953986.43,56216523.31,0.07%
Listed equities,4,FUTURE LAND HLD A (HK-C),,,,,BZ3F6M0,,,,171203.56,453074.6,0.00%
Listed equities,4,FUYAO GLASS IND GRP H,,,,,BWGCFG4,,,,412128.41,4794354.96,0.01%
Listed equities,4,FUYAO GROUP A (HK-C),,,,,BP3R6K4,,,,261126.88,3605470.28,0.00%
Listed equities,4,G8 EDUCATION LIMITED,,,,,B296314,,,,18954878.9,24736116.97,0.03%
Listed equities,4,GALAXY ENTERTAINMENT GRP,,,,,6465874,,,,1442284.39,9896061.5,0.01%
Listed equities,4,GALLAGHER (ARTHUR J.),,,,,2359506,,,,142936.98,65529614.71,0.09%
Listed equities,4,GALP ENERGIA SGPS B,,,,,B1FW751,,,,9282.16,247607.57,0.00%
Listed equities,4,GARTNER,,,,,2372763,,,,5746.14,4496215.66,0.01%
Listed equities,4,GE HEALTHCARE TECHNOLOGIES INC COMMON STOCK USD 0.01,,,,,BL6JPG8,,,,127468.97,16095492.1,0.02%
Listed equities,4,GEA GROUP,,,,,4557104,,,,3877.74,310128.79,0.00%
Listed equities,4,GEELY AUTOMOBILE HLDGS,,,,,6531827,,,,445560.16,1372941.71,0.00%
Listed equities,4,GEN DIGITAL,,,,,BJN4XN5,,,,323094.73,14287868.4,0.02%
Listed equities,4,GENERAL INSURANCE CORP OF INDIA COMMON STOCK INR 5,,,,,BZ0XK69,,,,33068.77,277144.28,0.00%
Listed equities,4,GENERAL MILLS,,,,,2367026,,,,304110.74,31322202.94,0.04%
Listed equities,4,GENERAL MOTORS,,,,,B665KZ5,,,,1134672.68,97624184.46,0.13%
Listed equities,4,GENESIS MINERALS LTD,,,,,B23G0X1,,,,14002758.28,34586812.95,0.05%
Listed equities,4,GENIMOUS TECHNOLOGY CO LTD COMMON STOCK CNY 1,,,,,BD5CQC5,,,,1859582.2,3481059.91,0.00%
Listed equities,4,GENMAB,,,,,4595739,,,,318.09,106473.85,0.00%
Listed equities,4,GENTING,,,,,B1VXJL8,,,,800896.72,1116643.61,0.00%
Listed equities,4,GENTING SINGAPORE,,,,,BDRTVP2,,,,105427.24,95486.08,0.00%
Listed equities,4,GENTRACK GROUP LTD,,,,,BNJZLK3,,,,33437.93,387545.57,0.00%
Listed equities,4,GERDAU PN,,,,,2645517,,,,390868.11,1853677.37,0.00%
Listed equities,4,GETLINK,,,,,B292JQ9,,,,12232.65,315163.64,0.00%
Listed equities,4,GF SECURITIES A (HK-C),,,,,BD5CQ36,,,,1061201.16,3806330.39,0.01%
Listed equities,4,GF SECURITIES CO H,,,,,BW4NKK8,,,,613338.56,1344121.17,0.00%
Listed equities,4,GIGA DEVICE SC A (HK-C),,,,,BHWLWF8,,,,14014.97,331199.2,0.00%
Listed equities,4,GILDAN ACTIVEWEAR,,,,,2254645,,,,78972.01,5999645.71,0.01%
Listed equities,4,GILEAD SCIENCES,,,,,2369174,,,,442416.48,66003408.03,0.09%
Listed equities,4,GIORDANO INTERNATIONAL LTD COMMON STOCK HKD 0.05,,,,,6282040,,,,456667.66,159517.04,0.00%
Listed equities,4,GIVAUDAN,,,,,5980613,,,,40.16,283825.24,0.00%
Listed equities,4,GLENCORE,,,,,B4T3BW6,,,,5256087.28,37573021.96,0.05%
Listed equities,4,GLOBAL PAYMENTS,,,,,2712013,,,,5487.89,993252.76,0.00%
Listed equities,4,GLOBANT,,,,,BP40HF4,,,,10090.3,3494408.67,0.00%
Listed equities,4,GLOBE LIFE,,,,,BK6YKG1,,,,2020.36,363903.14,0.00%
Listed equities,4,GLOBE TELECOM,,,,,6284864,,,,869.3,53010.25,0.00%
Listed equities,4,GMR AIRPORTS,,,,,B192HJ1,,,,1234549.9,1829660.83,0.00%
Listed equities,4,GODADDY A,,,,,BWFRFC6,,,,198336.28,63224793.21,0.08%
Listed equities,4,GOLD FIELDS LTD ADR USD,,,,,2416326,,,,577496.53,12311966.8,0.02%
Listed equities,4,GOLD ROAD RESOURCES LTD,,,,,B15F5K1,,,,5517447.95,11310768.3,0.01%
Listed equities,4,GOLDCUP ELECTRIC APPARATUS CO LTD COMMON STOCK CNY 1,,,,,BD73MC8,,,,1817537.28,3957347.42,0.01%
Listed equities,4,GOLDMAN SACHS GROUP,,,,,2407966,,,,8785.34,8125110.1,0.01%
Listed equities,4,GOLDWIND SCIENCE A(HK-C),,,,,BD5CQ58,,,,1937740.87,4429164.13,0.01%
Listed equities,4,GQG PARTNERS INC CDI AUD,,,,,BN469H4,,,,512850.52,1061600.58,0.00%
Listed equities,4,GR ENGINEERING SERVICES LTD COMMON STOCK AUD 0,,,,,B62LMX9,,,,360869.25,891347.04,0.00%
Listed equities,4,GRAB HOLDINGS LTD COMMON STOCK USD 0.000001,,,,,BP6NH40,,,,1509405.83,11506735.89,0.02%
Listed equities,4,GRAINCORP LTD A,,,,,6102331,,,,526867.8,3867209.67,0.01%
Listed equities,4,GRAINGER (WW),,,,,2380863,,,,551.15,938286.87,0.00%
Listed equities,4,GRANGE RESOURCES LTD,,,,,6135876,,,,1842420.19,405332.44,0.00%
Listed equities,4,GREAT WALL MOTOR H,,,,,6718255,,,,470184.62,1335416.25,0.00%
Listed equities,4,GREAT-WEST LIFECO,,,,,2384951,,,,472.41,25290.25,0.00%
Listed equities,4,GREE ELECT APPL A (HK-C),,,,,BD5CPN9,,,,177054.29,1780598.89,0.00%
Listed equities,4,GREENTOWN CHINA HLDGS,,,,,B17N9P6,,,,450345.04,867069.52,0.00%
Listed equities,4,GROUPE BRUXELLES LAMBERT,,,,,7097328,,,,241.72,26701.61,0.00%
Listed equities,4,GRUMA B,,,,,2392545,,,,14558.4,368544.53,0.00%
Listed equities,4,GRUPO AERO CENTRO NOR. B,,,,,B1KFX13,,,,356989.6,4976400.13,0.01%
Listed equities,4,GRUPO AEROP PACIFICO B,,,,,B0ZV104,,,,231232.66,6583587.53,0.01%
Listed equities,4,GRUPO AEROPORTUARIO B,,,,,2639349,,,,177429.87,7369070.87,0.01%
Listed equities,4,GRUPO BIMBO A,,,,,2392471,,,,28602.34,122729.05,0.00%
Listed equities,4,GRUPO FIN BANORTE O,,,,,2421041,,,,200754.81,2089130.59,0.00%
Listed equities,4,GRUPO FIN INBURSA O,,,,,2822398,,,,438383.33,1477528.09,0.00%
Listed equities,4,GRUPO FINANCIERO GALICIA SA ADR USD,,,,,2613570,,,,153868.66,15487514.56,0.02%
Listed equities,4,GRUPO MEXICO B,,,,,2643674,,,,282170.35,2168360.28,0.00%
Listed equities,4,GRUPO SUPERVIELLE SA ADR USD,,,,,BYZJRN1,,,,319357.14,7793727.55,0.01%
Listed equities,4,GRUPO TELEVISA SAB ADR USD 0,,,,,2399450,,,,361109.92,979834.72,0.00%
Listed equities,4,GS HOLDINGS CORP,,,,,B01RJV3,,,,37405.6,1612802.3,0.00%
Listed equities,4,GS HOLDINGS CORP PREFERENCE KRW 5000,,,,,B02FVX2,,,,2910.08,117650.46,0.00%
Listed equities,4,GS P&L CO LTD COMMON STOCK KRW 1000,,,,,BR4ZLQ2,,,,4012.46,97727.18,0.00%
Listed equities,4,GS RETAIL,,,,,B7F9Q79,,,,16919.13,306276.65,0.00%
Listed equities,4,GSK,,,,,BN7SWP6,,,,2301036.53,62672480.45,0.08%
Listed equities,4,GUANGDONG HAID GROUP CO LTD COMMON STOCK CNY 1,,,,,BD5CJ60,,,,12282.79,133309.66,0.00%
Listed equities,4,GUANGZHOU R&F PROP H,,,,,B19H8Y8,,,,1195124.79,337947.86,0.00%
Listed equities,4,GUOSEN SEC CO A (HK-C),,,,,BD5CPR3,,,,2028705.13,5027622.99,0.01%
Listed equities,4,GUOTAI JUNAN SEC CO H,,,,,BD4GT29,,,,737133.14,1710439.32,0.00%
Listed equities,4,GUZMAN Y GOMEZ LTD,,,,,BSLTT82,,,,1139086.11,46212723.57,0.06%
Listed equities,4,GWA GROUP LTD,,,,,6392949,,,,808582.43,1956769.47,0.00%
Listed equities,4,HAIER SMART HOME CO H,,,,,BLD4QD0,,,,438904.7,2509576.66,0.00%
Listed equities,4,HALFORDS GROUP PLC COMMON STOCK GBP 1,,,,,B012TP2,,,,89795.82,237943.83,0.00%
Listed equities,4,HANA FINANCIAL HOLDINGS,,,,,B0RNRF5,,,,298046.02,18573065.2,0.02%
Listed equities,4,HANKOOK TIRE & TECH,,,,,B7T5KQ0,,,,65602.89,2763796.83,0.00%
Listed equities,4,HANMI PHARM CO LTD COMMON STOCK KRW 2500,,,,,B613DJ9,,,,601.54,185118.75,0.00%
Listed equities,4,HANMI SEMICONDUCTOR CO,,,,,B0CSXQ8,,,,948.77,85874.69,0.00%
Listed equities,4,HANNOVER RUECK,,,,,4511809,,,,2192,884978.61,0.00%
Listed equities,4,HANSOH PHARMACEUTICAL,,,,,BJYKB72,,,,162591.06,584168.25,0.00%
Listed equities,4,HANWHA AEROSPACE,,,,,6772671,,,,666.89,238886.05,0.00%
Listed equities,4,HANWHA CORP,,,,,6496755,,,,1700.77,50193.67,0.00%
Listed equities,4,HANWHA LIFE INSURANCE CO LTD COMMON STOCK KRW 5000,,,,,B62B9W7,,,,144961.2,391236,0.00%
Listed equities,4,HANWHA SOLUTIONS,,,,,6407768,,,,7702.95,136230.45,0.00%
Listed equities,4,HARDIE (JAMES) IND CDI,,,,,B60QWJ2,,,,5425997,271679669.6,0.36%
Listed equities,4,HARTFORD FINANCIAL SVCS,,,,,2476193,,,,189006.08,33396213.32,0.04%
Listed equities,4,HARVEY NORMAN HLDGS LTD,,,,,6173508,,,,308225.99,1439415.36,0.00%
Listed equities,4,HCA HOLDINGS,,,,,B4MGBG6,,,,244567.58,118560862.9,0.16%
Listed equities,4,HCL TECHNOLOGIES,,,,,6294896,,,,139490.25,5045649.14,0.01%
Listed equities,4,HD HYUNDAI,,,,,BD4HFT1,,,,718.07,62394.2,0.00%
Listed equities,4,HD HYUNDAI MARINE SOLUTION CO LTD COMMON STOCK KRW 500,,,,,BRJRZT4,,,,9353.01,1656177.49,0.00%
Listed equities,4,HD KOREA SHIPBUILDING,,,,,6446620,,,,20279.19,5072679.81,0.01%
Listed equities,4,HDFC ASSET MANAGEMENT,,,,,BG0R3M5,,,,1802.26,142767.57,0.00%
Listed equities,4,HDFC BANK,,,,,BK1N461,,,,2008283.31,67167229.87,0.09%
Listed equities,4,HDFC BANK LTD ADR USD,,,,,2781648,,,,403546.76,41622379.33,0.05%
Listed equities,4,HEALIUS LTD,,,,,BFZYRL1,,,,17566029.53,24065460.46,0.03%
Listed equities,4,HEICO CORP A,,,,,2237561,,,,1404.65,422154.02,0.00%
Listed equities,4,HEIDELBERG MATERIALS,,,,,5120679,,,,2808.51,560363.49,0.00%
Listed equities,4,HEINEKEN HOLDING,,,,,B0CCH46,,,,59884.88,5793947.3,0.01%
Listed equities,4,HELIA GROUP LTD,,,,,BP5HL07,,,,1497793.1,6695135.15,0.01%
Listed equities,4,HELLENIQ ENERGY HOLDINGS S.A. COMMON STOCK EUR 2.18,,,,,5475658,,,,55970.92,707682.18,0.00%
Listed equities,4,HELLO GROUP A ADR,,,,,BM9STM3,,,,50746.12,631918.89,0.00%
Listed equities,4,HENNES & MAURITZ B,,,,,5687431,,,,12464.67,271662.35,0.00%
Listed equities,4,HENRY (JACK) & ASSOCIATE,,,,,2469193,,,,3228.17,913991.5,0.00%
Listed equities,4,HERMES INTERNATIONAL,,,,,5253973,,,,40588.47,157622754.3,0.21%
Listed equities,4,HERO MOTOCORP,,,,,6327327,,,,8487.74,666205.65,0.00%
Listed equities,4,HEWLETT PACKARD ENT CO,,,,,BYVYWS0,,,,710634.72,24504645.37,0.03%
Listed equities,4,HILTON WORLDWIDE HLDGS,,,,,BYVMW06,,,,62787.87,25064441.61,0.03%
Listed equities,4,HINDALCO INDUSTRIES,,,,,B0GWF48,,,,585041.09,6649176.29,0.01%
Listed equities,4,HINDUSTAN AERONAUTICS,,,,,BR56KD4,,,,1512.51,119224.34,0.00%
Listed equities,4,HINDUSTAN UNILEVER,,,,,6261674,,,,189241.51,8307019.92,0.01%
Listed equities,4,HISENSE HOME APPL GRP H,,,,,6391935,,,,188178.57,960548.29,0.00%
Listed equities,4,HISENSE VISUAL A (HK-C),,,,,BP3R7F6,,,,445880.85,1967296.1,0.00%
Listed equities,4,HITACHI,,,,,6429104,,,,273134.5,11051060.22,0.01%
Listed equities,4,HLA GROUP CORP A (HK-C),,,,,BS7K3T8,,,,157156.66,260807.34,0.00%
Listed equities,4,HMM,,,,,6405869,,,,21783.98,422065.55,0.00%
Listed equities,4,HOKURIKU ELECTRIC POWER,,,,,6433127,,,,78263.39,691782.48,0.00%
Listed equities,4,HOLCIM,,,,,7110753,,,,11596.21,1805446.08,0.00%
Listed equities,4,HOLOGIC,,,,,2433530,,,,12455.22,1450208.47,0.00%
Listed equities,4,HOME DEPOT,,,,,2434209,,,,77170.54,48483512.19,0.06%
Listed equities,4,HON HAI PRECISION IND CO,,,,,6438564,,,,2465985.97,22353413.85,0.03%
Listed equities,4,HONDA MOTOR CO,,,,,6435145,,,,746446.12,11775214.16,0.02%
Listed equities,4,HONDA MOTOR CO LTD ADR USD,,,,,2435279,,,,13567.75,625630.89,0.00%
Listed equities,4,HONG LEONG BANK,,,,,6436892,,,,7968.57,59177.19,0.00%
Listed equities,4,HONG LEONG FINANCIAL GRP,,,,,6436450,,,,26883.87,179644.63,0.00%
Listed equities,4,HONGKONG EXCH & CLEARING,,,,,6267359,,,,334263.07,20488653.88,0.03%
Listed equities,4,HOPSON DEVELOPMENT HOLDINGS LTD COMMON STOCK HKD 0.1,,,,,BMXJW56,,,,662518.33,428406.28,0.00%
Listed equities,4,HORIZON ROBOTICS INC COMMON STOCK HKD 0.0000025,,,,,BS5YNY7,,,,12562454.87,9403175.85,0.01%
Listed equities,4,HORTON (DR),,,,,2250687,,,,194031,43817192.41,0.06%
Listed equities,4,HOWMET AEROSPACE,,,,,BKLJ8V2,,,,10852.94,1917122.48,0.00%
Listed equities,4,HOYA CORP,,,,,6441506,,,,7086.22,1443014.91,0.00%
Listed equities,4,HP,,,,,BYX4D52,,,,548820.04,28923520.94,0.04%
Listed equities,4,HSBC HOLDINGS PLC COMMON STOCK GBP 0.5,,,,,540528,,,,2878199.88,45719719.98,0.06%
Listed equities,4,HUAIBEI MINING A (HK-C),,,,,BS7K376,,,,110387.6,343668.81,0.00%
Listed equities,4,HUATAI SECURITIES CO H,,,,,BWVFT00,,,,514818.03,1404381.6,0.00%
Listed equities,4,HUAXIA BANK A (HK-C),,,,,BP3R2T5,,,,773220.72,1370445.45,0.00%
Listed equities,4,HUB24 LIMITED,,,,,BD4T5X1,,,,1035825.95,72093485.96,0.10%
Listed equities,4,HYDRO ONE,,,,,BYYXJY9,,,,5747.71,285751.98,0.00%
Listed equities,4,HYPERMARCAS ON,,,,,B2QY968,,,,3663576.92,17326486.79,0.02%
Listed equities,4,HYUNDAI GLOVIS CO,,,,,B0V3XR5,,,,28725.96,3721999.87,0.00%
Listed equities,4,HYUNDAI MARINE & FIRE,,,,,B01LXY6,,,,53415.19,1447483.56,0.00%
Listed equities,4,HYUNDAI MOBIS,,,,,6449544,,,,7652,1985446.93,0.00%
Listed equities,4,HYUNDAI MOTOR CO,,,,,6451055,,,,33631.41,7822271.9,0.01%
Listed equities,4,HYUNDAI MOTOR CO PREF,,,,,6451022,,,,466.12,78036.98,0.00%
Listed equities,4,HYUNDAI MOTOR CO PREF 2,,,,,6148272,,,,486.59,83279.34,0.00%
Listed equities,4,HYUNDAI ROTEM,,,,,BFPM3C8,,,,1064.51,58043.99,0.00%
Listed equities,4,HYUNDAI STEEL CO,,,,,6461850,,,,20822.92,480890,0.00%
Listed equities,4,IBM CORP,,,,,2005973,,,,182374.17,64752181.15,0.09%
Listed equities,4,ICBC A (HK-C),,,,,BP3R217,,,,2764099.11,4232387.84,0.01%
Listed equities,4,ICBC H,,,,,B1G1QD8,,,,31676418.85,34313999.68,0.05%
Listed equities,4,ICICI BANK,,,,,BSZ2BY7,,,,1360659.39,32898745.11,0.04%
Listed equities,4,ICL GROUP,,,,,6455530,,,,11088.36,88472.28,0.00%
Listed equities,4,ICTSI INTL CONTAINER,,,,,6455819,,,,817415.28,8809843.98,0.01%
Listed equities,4,IDEMITSU KOSAN CO,,,,,B1FF8P7,,,,97868.6,1041490.86,0.00%
Listed equities,4,IDEXX LABORATORIES,,,,,2459202,,,,866.09,578337.78,0.00%
Listed equities,4,IDFC FIRST BANK,,,,,BYWZNK1,,,,1329810.56,1583998.69,0.00%
Listed equities,4,IDP EDUCATION,,,,,BDB6DD1,,,,7772449.17,98166033,0.13%
Listed equities,4,IGO,,,,,6439567,,,,7136420.8,34040727.2,0.04%
Listed equities,4,IHH HEALTHCARE,,,,,B83X6P8,,,,87976.25,231973.88,0.00%
Listed equities,4,IHI CORP COMMON STOCK JPY,,,,,6466985,,,,107474.37,10284027.02,0.01%
Listed equities,4,IINO KAIUN KAISHA LTD COMMON STOCK JPY,,,,,6457008,,,,24171.89,291635.71,0.00%
Listed equities,4,ILLINOIS TOOL WORKS,,,,,2457552,,,,6664.2,2729183.79,0.00%
Listed equities,4,ILUKA RESOURCES LTD,,,,,6957575,,,,11069169.87,55899307.84,0.07%
Listed equities,4,IMDEX LIMITED,,,,,6462154,,,,12165575,28224134.01,0.04%
Listed equities,4,IMPEDIMED LTD COMMON STOCK AUD 0,,,,,B282M83,,,,19102854.79,993348.45,0.00%
Listed equities,4,IMPERIAL OIL,,,,,2454241,,,,8818.41,877323.16,0.00%
Listed equities,4,INCITEC PIVOT,,,,,6673042,,,,16578070.32,48573746.05,0.06%
Listed equities,4,INCYTE CORP,,,,,2471950,,,,3621.85,404039.36,0.00%
Listed equities,4,INDAH KIAT PULP & PAPER,,,,,6462422,,,,655596.14,447361.19,0.00%
Listed equities,4,INDITEX,,,,,BP9DL90,,,,23956.94,1988919.4,0.00%
Listed equities,4,INDO TAMBANGRAYA MEGAH TBK PT COMMON STOCK IDR 500,,,,,B29SK75,,,,3021457.06,8095444.42,0.01%
Listed equities,4,INDOFOOD CBP SUKSES,,,,,B4LD3M8,,,,3245696.09,3704863.96,0.00%
Listed equities,4,INDOFOOD SUKSES MAKMUR,,,,,6283979,,,,5034228.61,3889884.14,0.01%
Listed equities,4,INDORAMA VENTURES PCL FOREIGN SH. THB 1,,,,,B5V4S12,,,,452115.84,533288.67,0.00%
Listed equities,4,INDUSTRIA DE DISENO TEXTIL SA ADR USD,,,,,B3L4YX2,,,,22045.24,908300.11,0.00%
Listed equities,4,INDUSTRIAL BANK A (HK-C),,,,,BP3R295,,,,115773.73,490830.22,0.00%
Listed equities,4,INDUSTRIAL BANK OF KOREA,,,,,6462972,,,,243638.06,3830392.31,0.01%
Listed equities,4,INDUSTRIAL SEC A (HK-C),,,,,BP3R5B8,,,,2709535.2,3753141.02,0.01%
Listed equities,4,INDUSTRIES QATAR,,,,,6673570,,,,9176.74,54018.49,0.00%
Listed equities,4,INDUSTRIVARDEN C,,,,,B1VSK54,,,,3102.19,158303.14,0.00%
Listed equities,4,INFO EDGE (INDIA),,,,,B1685L0,,,,72117.18,11805417.23,0.02%
Listed equities,4,INFOMEDIA LTD,,,,,6268095,,,,6118002.88,9421724.43,0.01%
Listed equities,4,INFOSYS,,,,,6205122,,,,445763.49,15809670.12,0.02%
Listed equities,4,INFRASTRUTTURE WIRELESS ITALIANE SPA COMMON STOCK EUR 0,,,,,BZ0P4R4,,,,7113.57,116770.12,0.00%
Listed equities,4,ING GROEP,,,,,BZ57390,,,,655478.71,16586377.02,0.02%
Listed equities,4,ING GROEP NV ADR USD,,,,,2452643,,,,140260.75,3549843.99,0.00%
Listed equities,4,INGHAMS GROUP LTD,,,,,BZCNHW2,,,,1660766.63,5281237.87,0.01%
Listed equities,4,INNER MONGOL ER A (HK-C),,,,,BP3RH89,,,,399216.59,862152.63,0.00%
Listed equities,4,INNER MONGOLIA YITAI B,,,,,6019011,,,,21337.4,71095.96,0.00%
Listed equities,4,INNOVENT BIOLOGICS,,,,,BGR6KX5,,,,1271950.68,9679410.29,0.01%
Listed equities,4,INPEX CORP,,,,,B10RB15,,,,20943.72,424123.47,0.00%
Listed equities,4,INSURANCE AUSTRALIA GRP,,,,,6271026,,,,9083699.18,76848095.07,0.10%
Listed equities,4,INTACT FINANCIAL,,,,,B04YJV1,,,,472.41,138855.03,0.00%
Listed equities,4,INTEGRAL DIAGNOSTICS LIMITED,,,,,BYV2ZK7,,,,2561206.19,7453110.03,0.01%
Listed equities,4,INTELLIGENT MONITORING GROUP LTD COMMON STOCK AUD 0,,,,,BMF19D7,,,,6019887.25,3371136.86,0.00%
Listed equities,4,INTERCONEXION ELEC (NEW),,,,,2205706,,,,231788.86,1419102.85,0.00%
Listed equities,4,INTERCONTINENTAL EXCH,,,,,BFSSDS9,,,,508194.73,122306544.1,0.16%
Listed equities,4,INTERCONTINENTAL HOTELS,,,,,BHJYC05,,,,3532.09,711174.5,0.00%
Listed equities,4,INTERGLOBE AVIATION,,,,,BYYZ7D0,,,,107089.56,9200775.87,0.01%
Listed equities,4,INTERNATIONAL HOLDING CO PJSC COMMON STOCK AED 1,,,,,B1K9VV1,,,,33525.95,5970535.07,0.01%
Listed equities,4,INTERTEK GROUP,,,,,3163836,,,,6937.41,663471,0.00%
Listed equities,4,INTESA SANPAOLO,,,,,4076836,,,,825152,5331049.1,0.01%
Listed equities,4,INTESA SANPAOLO SPA ADR USD,,,,,B1M98R4,,,,34054.81,1328310.83,0.00%
Listed equities,4,INTUIT,,,,,2459020,,,,24698.01,25070982.35,0.03%
Listed equities,4,INTUITIVE SURGICAL,,,,,2871301,,,,274295.24,231238215.5,0.31%
Listed equities,4,INVESTEC LTD COMMON STOCK ZAR 0.02,,,,,B17BBR6,,,,1432.99,15336.44,0.00%
Listed equities,4,INVESTOR B,,,,,BMV7PQ4,,,,547110.69,23408259.65,0.03%
Listed equities,4,IPH LIMITED,,,,,BS7K5S1,,,,281962,1418268.87,0.00%
Listed equities,4,IPSEN,,,,,B0R7JF1,,,,19546.16,3618788.11,0.00%
Listed equities,4,IQIYI ADR A,,,,,BYWT1W1,,,,217405.98,705783.77,0.00%
Listed equities,4,IQVIA HOLDINGS,,,,,BDR73G1,,,,206524.01,65547982.8,0.09%
Listed equities,4,ISHARES CORE MSCI CHINA ETF ETP HKD,,,,,6423247,,,,985849.17,4230753.38,0.01%
Listed equities,4,ISHARES CORE S&P 500 ETF ETP USD,,,,,2593025,,,,11350.55,10791962.8,0.01%
Listed equities,4,ISHARES MSCI CHINA ETF ETP USD,,,,,B5LX1Z4,,,,50526.38,3824059.04,0.01%
Listed equities,4,ISRAEL DISCOUNT BANK,,,,,6451271,,,,36817.65,406697.35,0.00%
Listed equities,4,ISUZU MOTORS,,,,,6467104,,,,156133.1,3463450.6,0.00%
Listed equities,4,ITALGAS,,,,,BD2Z8S7,,,,128951,1166745.16,0.00%
Listed equities,4,ITAU UNIBANCO HOLDING SA ADR USD 0,,,,,2849739,,,,1880146.42,15061820.6,0.02%
Listed equities,4,ITAU UNIBANCO PN,,,,,B037HR3,,,,1380947.41,11094464.1,0.01%
Listed equities,4,ITOCHU CORP,,,,,6467803,,,,303939.88,24463711.2,0.03%
Listed equities,4,ITURAN LOCATION AND CONTROL LTD COMMON STOCK USD 0.333333,,,,,B0LNCS9,,,,41779.58,2101968.65,0.00%
Listed equities,4,JABIL CIRCUIT,,,,,2471789,,,,183403.24,42625739.63,0.06%
Listed equities,4,JACKSON FINANCIAL INC COMMON STOCK USD 0.01,,,,,BMFX6P4,,,,58315.67,8201774.65,0.01%
Listed equities,4,JAPAN EXCHANGE GROUP,,,,,6743882,,,,21573.61,392426.26,0.00%
Listed equities,4,JAPAN POST BANK CO,,,,,BYT8165,,,,278488.54,4277255.66,0.01%
Listed equities,4,JAPAN POST HOLDINGS CO,,,,,BYT8143,,,,272819.56,4178971.89,0.01%
Listed equities,4,JAPAN POST INSURANCE CO,,,,,BYT8154,,,,2519.55,75271.27,0.00%
Listed equities,4,JARDINE MATHESON (USD),,,,,6472119,,,,2598.28,171931.83,0.00%
Listed equities,4,JB HI-FI,,,,,6702623,,,,275394.29,25523542.56,0.03%
Listed equities,4,JBS ON,,,,,B1V74X7,,,,300703.16,2853719.25,0.00%
Listed equities,4,JD LOGISTICS INC COMMON STOCK HKD 0.000025,,,,,BNMBPD9,,,,732715.84,1950038.09,0.00%
Listed equities,4,JD SPORTS FASHION PLC COMMON STOCK GBP,,,,,BM8Q5M0,,,,56218.94,109055.68,0.00%
Listed equities,4,JD.COM (HK),,,,,BKPQZT6,,,,883441.2,24981246.29,0.03%
Listed equities,4,JD.COM ADR,,,,,BMM27D9,,,,100565.59,5631283.01,0.01%
